artist,genre
"Mati Guerra, Colo Dangelis, Cele Arrabal, Nico Servidio DJ",
"Iceland Symphony Orchestra, GDRN, Floni",
"DRYSSCO, Mlv",
"Kris de Bruyne, Luc De Vos",
"הכוכב הבא, דורין הירבי",
"Armin van Buuren, Trevor Guthrie","trance, progressive trance, electronic, vocal trance, dance, dutch, Armin van Buuren, uplifting trance, House, techno"
"Nico Servidio DJ, Koala Mix, Ivan Armesto",
Posemann,
"James Reid, CARELESS",
"lanis, Creed og",
Mike Clay,
Baklan,"rock, alternative rock, Ukrainian"
"Cyfred, Mellow, Sleazy",
Academia O.T. 1,
"Max + Johann, Project 98",
"DJ Michel, Heavenly, Banaba Des, Alfa Kat",
Maninni,"Italy, italian"
Sam F,techno
Aztec Camera,"new wave, Scottish, 80s, post-punk, pop, indie pop, jangle pop, glasgow, scotland, british"
"Martox, Gian Rojas",
Gauchito Club,"pop, argentina, mendoza, Manso Indie, VIVA CUYO"
Dj Smith Casma,
"PJ Harding, Noah Cyrus",
BASSTEROID,
"Cazzafura, Senidah",
"Oluja, Vanesa",
"Papatinho, Seu Jorge, Black Alien",
Rener & Ruan,
"AloSofia, Jamby El Favo",
R2d Music,
"Yolo Aventuras, YOLO, MARIANA",
Nicole Horts,mexico
post-hudba,"indietronica, indie, pop, noise, alternative, Czech, electronic, emo, noise pop, electropop"
Claudia Campagnol,"hungary, denmark, scandinavian soul, danish female vocalists, europe 2022, europe 2021"
The Cosmic Twins,"techno, House, strata-east, denmark"
"Mansesteri, Inde Morjesta",
Tams,"finnish, electronic, indie, synthpop, finland, finnish electronic"
Mégabozeur,
"MEYSTA, Marc Kiss, Crystal Rock",
Kader Diaby 4Real,
"ANSONBEAN, 麗英@小薯茄",
2am,"k-pop, Korean, Ballad, Kpop, 2am, boy band, male vocalists, boyband, pop, jyp"
"Haripriya, Sushin Shyam",
Nika Paris,"france, french, bulgaria, bulgarian"
Ogee,"french pop, french, france, pop, female vocalists, uem, french female vocalists, uem1, unyutu ergi mrtsuyt, The Voice All Stars France 2021"
"Hard Lights, Moonshine, Ember Island",
"アン・フォークナー, 伊藤紗月",
"Are, JKL 101, Urbaanilegenda",
Nand,"punk, rock, germany, United Kingdom"
YangYang,"chinese, China, fiddle, erhu, Traditional Chinese musical instruments, chinese instrumental"
Non Servium,"Oi, street punk, punk, antifascist, antifa, punk rock, Skinhead, spanish, political, sharp"
Ghalia Benali,"arabic, tunisia, Belgium, world, female vocalists, blues, jazz, rai, oud, dancer"
Cock Van Der Palm,
Feyenoord,
Avg & Lente,
"Dayme y El High, Bizzey, Reykon, Kiko el Crazy",
Saga B,
"Ramdhan Gurjar, Neetu Tomar",
Julia Wolf,"alternative, indie pop, alternative rock, pop, alternative pop, singer-songwriter, indie, italian, electric, old soul"
"KDK, Ali Ssamid",
Ryan Ennis,"irish, ireland"
Zona Instrumental,
Actress,"idm, electronic, experimental, techno, dubstep, minimal, glitch, microhouse, ambient, minimal techno"
Frestelsen,
Yonca Evcimik,"Turkish Pop, pop, turkish, female vocalists, Female Voices, 90's, turkey, spotify, turkisch, to explore"
Solarstone,"trance, melodic trance, progressive trance, uplifting trance, electronic, pure trance, chillout, british, vocal trance, ambient"
Alex Metric,"electronic, breakbeat, electro, electro house, breaks, british, electronica, All, House, spotify"
Gold Class,"post-punk, australia, Post punk, indie, indie rock, australian, alternative rock, bookmarks, 10s, male vocalists"
Akouo,"Hip-Hop, jjj, Aussie, australian, future bass, Ambient NewWave-Bass, All"
"Ninajirachi, Yates",
Angelo De Augustine,"folk, singer-songwriter, Lo-Fi, USA, indie folk, mixtaperoom, acoustic, american, indie, beautiful"
"salute, Liv Dawson",
Lil FXNTA,
Welisson,trap cearense
"Louie Vega, The Martinez Brothers",
"VessoU, Simon",
elijah woods,"Canadian, Singer-songwriter pop"
LOONY,"rnb, Canadian, canada, punk, indie pop, female vocalist, indie, skate rock, female vocalists, synth pop"
Ivan Alejandro,
"Astralis, Mattis",
"Ecby, Bebo Yau, Tres Dedos",
Häkkilä,
"Doulkha, Ronisia",
ACE ONE,"hardcore, Gabber, speedcore, nederlands, All, hardcore techno"
Elly艾妮,
"Techno Gamerz Ujjwal, Sez on the Beat",
U-KNOW,"k-pop, pop, Korean, rnb, TVXQ, Kpop, 2003, 2004, sm entertainment, Asian Pop"
Mamae,
Vazer,"electronic, mashup, peruvian, Peru"
The Weather Station,"folk, Canadian, singer-songwriter, female vocalists, indie folk, indie, indie pop, canada, art pop, Sophisti-Pop"
"Æ MAK, Seba Safe",
נועם קלינשטיין,"Israel, pop, israeli"
"SHIGOLA, DJ Mesh, Cohen, Eden Derso, Yishay Swissa",
Shakkazombie,"Hip-Hop, japanese hip-hop, japanese, rap, hip hop, j-hiphop, japan, j-hip hop, alternative rap, Japanese hip hop"
ヒプノシスマイク -D.R.B- Rhyme Anima(Secret Aliens),hypmic
Pasha Technique,"Legendary, underground rap, cringe rap, legenda"
Abadai,"Sweden, swedish"
Shawn 尚融,
Haezee,"pop, singer-songwriter, rnb, C-pop, mandopop, malaysian, taiwanese"
烟(许佳豪),
Cotton Candy,"k-pop, Korean, Need to Rate, cabaret, female vocalists, ost, pop, All, Girl Groups, Kpop"
"Valentin Reigada, Migrantes, FIM Records",
"yihuik苡慧, 嘿人李逵Noisemakers, 十七草",
SniperGod,
"redpillow, blueshadow, PANE",
"Jubair Muhammed, Nikhil D'Souza, Vineeth Sreenivasan",
"Sid Sriram, Satya Yamini",
"Juhana Haukkala, Sebastian",
"Eyma, Andy",
"DUX, Di Ferrero",
Felipe Flip,
Ramriddlz,"dancehall, rnb, Hip-Hop, hip hop, electronic, alternative rnb, rap, trap, contemporary rnb, Ramriddlz"
Tony Quattro,"club, House, garage, new york, United States, deep house, breaks, electronic superhighway, Dudley Moore, tribal"
Panty,"dutch rock, hard rock"
Fozzy,"heavy metal, hard rock, metal, rock, covers, alternative metal, Chris Jericho, USA, american, Fozzy"
Juan Pablo Sauvalle,
Kokodrilo,"punk, latin, salsa, mambo, cumbia, Colombia, tropical, bogota"
Dj Douyin Remix,
Ice Prince,"Hip-Hop, All, rap, african, naija, nigeria, underrated, African soul, nigerian, nigerian hip-hop"
Haja El Hamdaouia,"chaabi, world, World Music, arabic, aita, moroccan, moroccan chaabi"
"Sly Chaos, Elipsa",
"David André Østby, Karoline Neteland",
