artist,genre
Calum Scott,"pop, british, acoustic, hairy chest, queer, english, cover, male vocalists, england, Ballad"
Childish Gambino,"Hip-Hop, rap, hip hop, indie, underground hip-hop, american, funk, rnb, soul, alternative hip-hop"
Machine Gun Kelly,"Hip-Hop, rap, pop punk, Cleveland, hip hop, MGK, machine gun kelly, rock, american, punk"
"Zay Hilfigerrr, Zayion McCall",
John Legend,"soul, rnb, Neo-Soul, singer-songwriter, Hip-Hop, r&b, male vocalists, John Legend, american, Neo Soul"
"Noah Cyrus, Labrinth",
Charli XCX,"pop, synthpop, electronic, female vocalists, Electroclash, electropop, hyperpop, british, bubblegum bass, pc music"
MØ,"indie pop, danish, dream pop, pop, indie, female vocalists, electronic, fav888, chillout, Skitz0rz"
Migos,"Hip-Hop, trap, rap, trap rap, hip hop, atlanta, american, southern hip-hop, Southern Hip Hop, Dirty South"
Shelley FKA DRAM,"rnb, rap, trap, soul, Hip-Hop, hip hop, experimental, United States, american, underground hip hop"
The Weeknd,"rnb, electronic, dubstep, Canadian, prog-rnb, pop, r&b, alternative rnb, soul, Hip-Hop"
MiC LOWRY,"pop, rnb, aachen, deutsch, JFK666s favorite artists"
Little Mix,"pop, british, female vocalists, Girl Groups, X factor, dance, Hard Dance, trap, Nightcore, footwork"
Joel Adams,"australian, pop, singer-songwriter, australia, eurovision 2020 wishlist, blue eyes, soul, australia decides 2021 wishlist"
The xx,"indie, electronic, post-punk, british, dance, alternative, dream pop, indie pop, indie rock, shoegaze"
Sofi Tukker,"dance, electronic, pop, indie, new york, american, electropop, electronica, House, portuguese"
"Drake, Rihanna","pop, rnb, female vocalists, dance, Hip-Hop, Rihanna, r&b, hip hop, american, reggae"
Rag'n'Bone Man,"soul, blues, british, indie, Hip-Hop, UK, english, male vocalists, pop, alternative"
"PON CHO, Paige IV",
Adele,"soul, female vocalists, british, singer-songwriter, indie, pop, jazz, Adele, female vocalist, UK"
"Hilltop Hoods, Montaigne, Tom Thum",
J. Cole,"Hip-Hop, rap, hip hop, North Carolina, underground hip-hop, Jazz Hop, j cole, american, Conscious Hip Hop, underground rap"
Desiigner,"Hip-Hop, rap, trap, hip hop, american, Brooklyn, good music, future, hardcore rap, Desiigner"
